,Customer,Agent,SalesAgentEmailID,ContactEmailID,Stage,Product,Close_Value,Created Date,Close Date
5988,Green-Plus,James Ascencio,james@piedpiper.com,lavone@green-plus.com,Won,GTX Basic,476,2017-10-23 00:00:00,2019-04-10 00:00:00
5989,Cancity,Versie Hillebrand,versie@piedpiper.com,faviola@cancity.com,Won,MG Special,61,2017-10-23 00:00:00,2019-02-06 00:00:00
5990,Zotware,Daniell Hammack,daniell@piedpiper.com,shella@zotware.com,In Progress,GTXPro,1232,2017-10-23 00:00:00,2018-10-09 00:00:00
5991,Conecom,Gladys Colclough,gladys@piedpiper.com,ivory@conecom.com,Won,GTX Plus Basic,,2017-10-23 00:00:00,2019-10-10 00:00:00
5992,Inity,Rosie Papadopoulos,rosie@piedpiper.com,palmira@inity.com,In Progress,GTXPro,5169,2017-10-23 00:00:00,2018-10-16 00:00:00
5993,Funholding,Niesha Huffines,niesha@piedpiper.com,ying@funholding.com,Lost,GTXPro,,2017-10-23 00:00:00,2019-05-18 00:00:00
5994,Bioholding,Marty Freudenburg,marty@piedpiper.com,bryan@bioholding.com,Won,GTX Plus Pro,,2017-10-23 00:00:00,2018-07-07 00:00:00
5995,J-Texon,Zane Levy,zane@piedpiper.com,winston@j-texon.com,Won,GTX Basic,696,2017-10-23 00:00:00,2019-06-15 00:00:00
5996,Betatech,Moses Frase,moses@piedpiper.com,genie@betatech.com,Won,GTX Basic,562,2017-10-23 00:00:00,2018-12-06 00:00:00
5997,Nam-zim,Kary Hendrixson,kary@piedpiper.com,garfield@nam-zim.com,Won,GTX Basic,619,2017-10-24 00:00:00,2019-02-17 00:00:00
5998,Kan-code,Daniell Hammack,daniell@piedpiper.com,kenton@kan-code.com,Won,GTXPro,5140,2017-10-24 00:00:00,2019-01-03 00:00:00
5999,Initech,Reed Clapper,reed@piedpiper.com,alejandro@initech.com,Won,GTX Basic,537,2017-10-24 00:00:00,2019-01-03 00:00:00
6000,Betasoloin,Boris Faz,boris@piedpiper.com,danilo@betasoloin.com,Won,GTX Plus Pro,,2017-10-24 00:00:00,2019-09-19 00:00:00
6001,The New York Inquirer,Daniell Hammack,daniell@piedpiper.com,hai@thenewyorkinquirer.com,Lost,MG Advanced,50,2017-10-24 00:00:00,2018-04-17 00:00:00
6002,Initech,Cassey Cress,cassey@piedpiper.com,alejandro@initech.com,Lost,GTX Basic,300,2017-10-24 00:00:00,2019-04-20 00:00:00
6003,Rantouch,Zane Levy,zane@piedpiper.com,maren@rantouch.com,Lost,GTXPro,3393,2017-10-24 00:00:00,2018-08-24 00:00:00
6004,Dontechi,Niesha Huffines,niesha@piedpiper.com,kristle@dontechi.com,Won,MG Special,60,2017-10-24 00:00:00,2019-07-13 00:00:00
6005,Kan-code,Maureen Marcano,maureen@piedpiper.com,kenton@kan-code.com,Won,GTX Plus Basic,990,2017-10-24 00:00:00,2019-05-07 00:00:00
6006,Domzoom,Moses Frase,moses@piedpiper.com,tanja@domzoom.com,Won,MG Advanced,3207,2017-10-24 00:00:00,2017-11-05 00:00:00
6007,Finjob,Anna Snelling,anna@piedpiper.com,belinda@finjob.com,In Progress,MG Advanced,300,2017-10-24 00:00:00,2018-09-12 00:00:00
6008,Zumgoity,Moses Frase,moses@piedpiper.com,israel@zumgoity.com,In Progress,MG Advanced,50,2017-10-24 00:00:00,2019-11-10 00:00:00
6009,Fasehatice,Jonathan Berthelot,jonathan@piedpiper.com,hsiu@fasehatice.com,In Progress,MG Special,61,2017-10-24 00:00:00,2018-09-01 00:00:00
6010,Hottechi,Darcel Schlecht,darcel@piedpiper.com,juliette@hottechi.com,In Progress,GTX Plus Pro,493,2017-10-24 00:00:00,2018-09-10 00:00:00
6011,Dontechi,Darcel Schlecht,darcel@piedpiper.com,kristle@dontechi.com,Lost,GTX Plus Basic,588,2017-10-24 00:00:00,2018-11-20 00:00:00
6012,Fasehatice,Kary Hendrixson,kary@piedpiper.com,hsiu@fasehatice.com,Won,GTX Basic,430,2017-10-24 00:00:00,2018-07-11 00:00:00
6013,Rundofase,Niesha Huffines,niesha@piedpiper.com,crista@rundofase.com,Won,GTX Plus Basic,1105,2017-10-24 00:00:00,2018-03-04 00:00:00
6014,Goodsilron,Markita Hansen,markita@piedpiper.com,claribel@goodsilron.com,Won,GTX Basic,587,2017-10-24 00:00:00,2018-02-06 00:00:00
6015,Zumgoity,Lajuana Vencill,lajuana@piedpiper.com,israel@zumgoity.com,Lost,MG Special,,2017-10-24 00:00:00,2017-11-06 00:00:00
6016,Silis,Violet Mclelland,violet@piedpiper.com,zulema@silis.com,Won,MG Special,,2017-10-24 00:00:00,2018-07-22 00:00:00
6017,Groovestreet,Kami Bicknell,kami@piedpiper.com,natisha@groovestreet.com,Lost,GTXPro,500,2017-10-24 00:00:00,2019-06-25 00:00:00
6018,Domzoom,Cecily Lampkin,cecily@piedpiper.com,tanja@domzoom.com,Won,MG Advanced,3496,2017-10-25 00:00:00,2017-11-12 00:00:00
6019,dambase,Darcel Schlecht,darcel@piedpiper.com,darwin@dambase.com,Won,GTXPro,4650,2017-10-25 00:00:00,2018-09-11 00:00:00
6020,Donquadtech,Cassey Cress,cassey@piedpiper.com,malissa@donquadtech.com,Won,GTXPro,5068,2017-10-25 00:00:00,2017-11-23 00:00:00
6021,Genco Pura Olive Oil Company,Lajuana Vencill,lajuana@piedpiper.com,karole@gencopuraoliveoilcompany.com,Won,GTX Basic,542,2017-10-25 00:00:00,2019-01-13 00:00:00
6022,Konex,Vicki Laflamme,vicki@piedpiper.com,delila@konex.com,Won,GTX Basic,642,2017-10-25 00:00:00,2018-07-09 00:00:00
6023,Finjob,Kary Hendrixson,kary@piedpiper.com,belinda@finjob.com,Won,GTX Basic,468,2017-10-25 00:00:00,2019-10-16 00:00:00
6024,Umbrella Corporation,Vicki Laflamme,vicki@piedpiper.com,orpha@umbrellacorporation.com,In Progress,MG Special,,2017-10-25 00:00:00,2018-02-15 00:00:00
6025,Scotfind,Markita Hansen,markita@piedpiper.com,gordon@scotfind.com,In Progress,MG Special,517,2017-10-25 00:00:00,2017-10-26 00:00:00
6026,Warephase,Gladys Colclough,gladys@piedpiper.com,elisa@warephase.com,Lost,GTX Basic,2000,2017-10-25 00:00:00,2018-01-24 00:00:00
6027,Golddex,Kary Hendrixson,kary@piedpiper.com,kelli@golddex.com,In Progress,GTX Plus Basic,4514,2017-10-25 00:00:00,2019-12-10 00:00:00
6028,Cancity,Versie Hillebrand,versie@piedpiper.com,faviola@cancity.com,Lost,GTX Basic,57,2017-10-25 00:00:00,2018-10-05 00:00:00
6029,Acme Corporation,Rosie Papadopoulos,rosie@piedpiper.com,cuc@acmecorporation.com,Won,MG Advanced,,2017-10-25 00:00:00,2018-04-28 00:00:00
6030,Warephase,Markita Hansen,markita@piedpiper.com,elisa@warephase.com,In Progress,MG Advanced,3393,2017-10-25 00:00:00,2018-09-25 00:00:00
6031,Warephase,Jonathan Berthelot,jonathan@piedpiper.com,elisa@warephase.com,Won,GTX Plus Basic,1194,2017-10-25 00:00:00,2018-04-21 00:00:00
6032,Warephase,Hayden Neloms,hayden@piedpiper.com,elisa@warephase.com,In Progress,MG Advanced,,2017-10-25 00:00:00,2018-10-14 00:00:00
6033,Zumgoity,Versie Hillebrand,versie@piedpiper.com,israel@zumgoity.com,Lost,MG Advanced,300,2017-10-25 00:00:00,2019-06-06 00:00:00
6034,Bluth Company,Donn Cantrell,donn@piedpiper.com,antionette@bluthcompany.com,Lost,GTX Basic,601,2017-10-25 00:00:00,2018-11-01 00:00:00
6035,Kan-code,Zane Levy,zane@piedpiper.com,kenton@kan-code.com,In Progress,GTXPro,1037,2017-10-25 00:00:00,2019-01-21 00:00:00
6036,Statholdings,Moses Frase,moses@piedpiper.com,verna@statholdings.com,Won,GTX Basic,541,2017-10-25 00:00:00,2019-09-03 00:00:00
6037,Bioplex,Cassey Cress,cassey@piedpiper.com,cassy@bioplex.com,Lost,GTX Basic,53,2017-10-25 00:00:00,2018-02-28 00:00:00
6038,Doncon,Lajuana Vencill,lajuana@piedpiper.com,jackie@doncon.com,In Progress,GTX Basic,3284,2017-10-25 00:00:00,2019-12-26 00:00:00
6039,Goodsilron,Kami Bicknell,kami@piedpiper.com,claribel@goodsilron.com,Won,GTX Plus Pro,,2017-10-25 00:00:00,2018-01-27 00:00:00
6040,Isdom,Kami Bicknell,kami@piedpiper.com,corrinne@isdom.com,In Progress,GTXPro,5169,2017-10-25 00:00:00,2017-10-25 00:00:00
6041,Codehow,Anna Snelling,anna@piedpiper.com,justine@codehow.com,Lost,MG Special,46,2017-10-25 00:00:00,2018-09-29 00:00:00
6042,Faxquote,Vicki Laflamme,vicki@piedpiper.com,gaylord@faxquote.com,Won,GTX Plus Pro,5624,2017-10-25 00:00:00,2018-10-31 00:00:00
6043,Opentech,Cassey Cress,cassey@piedpiper.com,paola@opentech.com,Won,GTX Plus Basic,888,2017-10-25 00:00:00,2017-12-09 00:00:00
6044,Isdom,Anna Snelling,anna@piedpiper.com,corrinne@isdom.com,Lost,MG Special,,2017-10-25 00:00:00,2018-01-10 00:00:00
6045,Plussunin,Cassey Cress,cassey@piedpiper.com,terry@plussunin.com,Won,GTX Plus Pro,,2017-10-25 00:00:00,2019-08-25 00:00:00
6046,Zencorporation,Violet Mclelland,violet@piedpiper.com,rosalyn@zencorporation.com,Lost,GTX Basic,49,2017-10-25 00:00:00,2019-03-10 00:00:00
6047,Donware,Violet Mclelland,violet@piedpiper.com,eleonore@donware.com,Won,MG Special,60,2017-10-26 00:00:00,2018-10-17 00:00:00
6048,Labdrill,Maureen Marcano,maureen@piedpiper.com,halley@labdrill.com,Won,GTXPro,4281,2017-10-26 00:00:00,2019-03-07 00:00:00
6049,Stanredtax,Versie Hillebrand,versie@piedpiper.com,candice@stanredtax.com,Won,MG Special,60,2017-10-26 00:00:00,2019-11-12 00:00:00
6050,Gekko & Co,Boris Faz,boris@piedpiper.com,krystle@gekko&co.com,Won,GTX Plus Basic,1080,2017-10-26 00:00:00,2019-09-02 00:00:00
6051,Blackzim,Rosalina Dieter,rosalina@piedpiper.com,riley@blackzim.com,Won,MG Special,59,2017-10-26 00:00:00,2017-12-16 00:00:00
6052,Opentech,Reed Clapper,reed@piedpiper.com,paola@opentech.com,Won,GTXPro,4704,2017-10-26 00:00:00,2018-07-22 00:00:00
6053,Treequote,Corliss Cosme,corliss@piedpiper.com,benny@treequote.com,In Progress,GTX Basic,53,2017-10-26 00:00:00,2019-08-31 00:00:00
6054,dambase,Darcel Schlecht,darcel@piedpiper.com,darwin@dambase.com,Won,GTX Plus Pro,6026,2017-10-26 00:00:00,2018-06-24 00:00:00
6055,Scottech,Gladys Colclough,gladys@piedpiper.com,edison@scottech.com,Lost,MG Special,5169,2017-10-26 00:00:00,2018-02-17 00:00:00
6056,Yearin,Daniell Hammack,daniell@piedpiper.com,vella@yearin.com,Lost,GTX Plus Pro,487,2017-10-26 00:00:00,2017-12-11 00:00:00
6057,Kan-code,Darcel Schlecht,darcel@piedpiper.com,kenton@kan-code.com,In Progress,GTX Plus Pro,,2017-10-26 00:00:00,2018-08-27 00:00:00
6058,Cancity,Niesha Huffines,niesha@piedpiper.com,faviola@cancity.com,Lost,GTXPro,,2017-10-26 00:00:00,2018-04-22 00:00:00
6059,Dontechi,Niesha Huffines,niesha@piedpiper.com,kristle@dontechi.com,Won,GTX Plus Basic,1166,2017-10-26 00:00:00,2019-01-16 00:00:00
6060,Xx-zobam,Donn Cantrell,donn@piedpiper.com,vanessa@xx-zobam.com,Won,MG Advanced,,2017-10-26 00:00:00,2018-08-27 00:00:00
6061,Codehow,Lajuana Vencill,lajuana@piedpiper.com,justine@codehow.com,Won,GTX Basic,511,2017-10-26 00:00:00,2018-01-29 00:00:00
6062,Lexiqvolax,Vicki Laflamme,vicki@piedpiper.com,darryl@lexiqvolax.com,Lost,MG Special,46,2017-10-26 00:00:00,2017-12-10 00:00:00
6063,Rangreen,Marty Freudenburg,marty@piedpiper.com,darrel@rangreen.com,Lost,GTXPro,517,2017-10-26 00:00:00,2018-06-09 00:00:00
6064,Groovestreet,Rosalina Dieter,rosalina@piedpiper.com,natisha@groovestreet.com,Won,GTK 500,30288,2017-10-27 00:00:00,2018-12-13 00:00:00
6065,Lexiqvolax,Zane Levy,zane@piedpiper.com,darryl@lexiqvolax.com,Lost,GTXPro,560,2017-10-27 00:00:00,2018-06-27 00:00:00
6066,Betasoloin,Violet Mclelland,violet@piedpiper.com,danilo@betasoloin.com,Won,MG Special,48,2017-10-27 00:00:00,2018-12-30 00:00:00
6067,Scottech,Cecily Lampkin,cecily@piedpiper.com,edison@scottech.com,Won,MG Special,47,2017-10-27 00:00:00,2018-08-05 00:00:00
6068,Singletechno,Kary Hendrixson,kary@piedpiper.com,tambra@singletechno.com,Won,GTX Basic,601,2017-10-27 00:00:00,2017-12-11 00:00:00
6069,Betatech,Anna Snelling,anna@piedpiper.com,genie@betatech.com,Won,MG Special,57,2017-10-27 00:00:00,2017-12-18 00:00:00
6070,Zathunicon,Cassey Cress,cassey@piedpiper.com,williemae@zathunicon.com,Won,GTX Basic,553,2017-10-27 00:00:00,2018-07-01 00:00:00
6071,Xx-holding,Kami Bicknell,kami@piedpiper.com,shemeka@xx-holding.com,Lost,GTX Plus Pro,1232,2017-10-27 00:00:00,2019-04-11 00:00:00
6072,Sumace,Cassey Cress,cassey@piedpiper.com,ursula@sumace.com,Won,GTX Basic,629,2017-10-27 00:00:00,2019-05-31 00:00:00
6073,Stanredtax,Vicki Laflamme,vicki@piedpiper.com,candice@stanredtax.com,In Progress,GTX Basic,,2017-10-27 00:00:00,2018-12-19 00:00:00
6074,Konex,Markita Hansen,markita@piedpiper.com,delila@konex.com,Lost,GTK 500,590,2017-10-27 00:00:00,2017-11-17 00:00:00
6075,Toughzap,Niesha Huffines,niesha@piedpiper.com,sherman@toughzap.com,Lost,GTX Plus Basic,1026,2017-10-27 00:00:00,2019-01-24 00:00:00
6076,Umbrella Corporation,Rosie Papadopoulos,rosie@piedpiper.com,orpha@umbrellacorporation.com,Won,GTX Plus Pro,4930,2017-10-27 00:00:00,2019-01-30 00:00:00
6077,Kan-code,Versie Hillebrand,versie@piedpiper.com,kenton@kan-code.com,In Progress,GTX Basic,300,2017-10-27 00:00:00,2018-07-03 00:00:00
6078,Vehement Capital Partners,Boris Faz,boris@piedpiper.com,lavonia@vehementcapitalpartners.com,In Progress,MG Special,560,2017-10-27 00:00:00,2019-03-11 00:00:00
6079,Codehow,Cecily Lampkin,cecily@piedpiper.com,justine@codehow.com,Won,MG Special,65,2017-10-27 00:00:00,2018-07-18 00:00:00
6080,Doncon,Maureen Marcano,maureen@piedpiper.com,jackie@doncon.com,Won,GTX Plus Basic,1005,2017-10-27 00:00:00,2019-04-07 00:00:00
6081,Zoomit,Vicki Laflamme,vicki@piedpiper.com,laveta@zoomit.com,In Progress,GTX Plus Basic,1037,2017-10-27 00:00:00,2019-06-14 00:00:00
6082,Xx-holding,Kary Hendrixson,kary@piedpiper.com,shemeka@xx-holding.com,Won,GTX Basic,549,2017-10-27 00:00:00,2017-11-21 00:00:00
6083,Hottechi,Maureen Marcano,maureen@piedpiper.com,juliette@hottechi.com,Lost,GTX Basic,4694,2017-10-27 00:00:00,2018-07-20 00:00:00
6084,Warephase,Darcel Schlecht,darcel@piedpiper.com,elisa@warephase.com,Won,GTX Plus Pro,,2017-10-27 00:00:00,2019-03-16 00:00:00
6085,Zencorporation,Wilburn Farren,wilburn@piedpiper.com,rosalyn@zencorporation.com,In Progress,GTX Basic,,2017-10-27 00:00:00,2018-08-29 00:00:00
6086,Zencorporation,Wilburn Farren,wilburn@piedpiper.com,rosalyn@zencorporation.com,Won,GTXPro,5106,2017-10-27 00:00:00,2018-11-15 00:00:00
6087,Singletechno,Kary Hendrixson,kary@piedpiper.com,tambra@singletechno.com,Won,GTX Plus Basic,1095,2017-10-28 00:00:00,2018-07-04 00:00:00
6088,Finjob,Zane Levy,zane@piedpiper.com,belinda@finjob.com,Won,GTX Basic,532,2017-10-28 00:00:00,2018-11-13 00:00:00
6089,Finhigh,Gladys Colclough,gladys@piedpiper.com,mellie@finhigh.com,Lost,GTX Plus Pro,561,2017-10-28 00:00:00,2018-11-02 00:00:00
6090,Yearin,Violet Mclelland,violet@piedpiper.com,vella@yearin.com,Won,MG Special,68,2017-10-28 00:00:00,2019-06-16 00:00:00
6091,Warephase,Anna Snelling,anna@piedpiper.com,elisa@warephase.com,Won,MG Special,52,2017-10-28 00:00:00,2018-01-12 00:00:00
6092,Globex Corporation,Niesha Huffines,niesha@piedpiper.com,yolando@globexcorporation.com,Won,GTX Basic,,2017-10-28 00:00:00,2017-12-07 00:00:00
6093,Isdom,Lajuana Vencill,lajuana@piedpiper.com,corrinne@isdom.com,Lost,GTX Plus Basic,4694,2017-10-28 00:00:00,2018-10-17 00:00:00
6094,Bubba Gump,Donn Cantrell,donn@piedpiper.com,margarito@bubbagump.com,Won,GTXPro,,2017-10-28 00:00:00,2017-11-08 00:00:00
6095,Sonron,Elease Gluck,elease@piedpiper.com,ashlie@sonron.com,Lost,MG Special,3393,2017-10-28 00:00:00,2018-12-25 00:00:00
6096,Plussunin,Reed Clapper,reed@piedpiper.com,terry@plussunin.com,Won,GTX Plus Basic,1319,2017-10-28 00:00:00,2019-09-21 00:00:00
6097,Zotware,Rosie Papadopoulos,rosie@piedpiper.com,shella@zotware.com,Won,MG Special,59,2017-10-28 00:00:00,2018-08-28 00:00:00
6098,Stanredtax,Jonathan Berthelot,jonathan@piedpiper.com,candice@stanredtax.com,Lost,GTX Basic,5169,2017-10-28 00:00:00,2018-12-11 00:00:00
6099,Cancity,Darcel Schlecht,darcel@piedpiper.com,faviola@cancity.com,Lost,GTXPro,46,2017-10-28 00:00:00,2018-11-15 00:00:00
6100,Plusstrip,Rosalina Dieter,rosalina@piedpiper.com,deanne@plusstrip.com,Lost,MG Special,588,2017-10-28 00:00:00,2019-07-11 00:00:00
6101,Goodsilron,Markita Hansen,markita@piedpiper.com,claribel@goodsilron.com,Won,GTX Basic,553,2017-10-28 00:00:00,2018-11-26 00:00:00
6102,Ontomedia,Corliss Cosme,corliss@piedpiper.com,nedra@ontomedia.com,Won,GTXPro,4525,2017-10-28 00:00:00,2018-12-19 00:00:00
6103,Green-Plus,Maureen Marcano,maureen@piedpiper.com,lavone@green-plus.com,Won,GTXPro,,2017-10-29 00:00:00,2017-11-27 00:00:00
6104,Toughzap,Versie Hillebrand,versie@piedpiper.com,sherman@toughzap.com,Lost,MG Advanced,1540,2017-10-29 00:00:00,2018-12-31 00:00:00
6105,Sumace,Corliss Cosme,corliss@piedpiper.com,ursula@sumace.com,Lost,GTX Basic,57,2017-10-29 00:00:00,2018-04-10 00:00:00
6106,Stanredtax,Anna Snelling,anna@piedpiper.com,candice@stanredtax.com,Won,MG Special,54,2017-10-29 00:00:00,2018-06-08 00:00:00
6107,Bioholding,Anna Snelling,anna@piedpiper.com,bryan@bioholding.com,Lost,GTX Plus Basic,,2017-10-29 00:00:00,2018-03-19 00:00:00
6108,Konex,Reed Clapper,reed@piedpiper.com,delila@konex.com,Won,GTX Plus Basic,1076,2017-10-29 00:00:00,2018-03-16 00:00:00
6109,Konex,Vicki Laflamme,vicki@piedpiper.com,delila@konex.com,Won,MG Special,61,2017-10-29 00:00:00,2018-04-18 00:00:00
6110,Iselectrics,Boris Faz,boris@piedpiper.com,mirta@iselectrics.com,Won,MG Special,48,2017-10-29 00:00:00,2017-11-07 00:00:00
6111,Blackzim,Kami Bicknell,kami@piedpiper.com,riley@blackzim.com,Lost,GTX Plus Basic,601,2017-10-29 00:00:00,2019-08-08 00:00:00
6112,Treequote,Gladys Colclough,gladys@piedpiper.com,benny@treequote.com,Lost,GTXPro,1026,2017-10-29 00:00:00,2019-10-11 00:00:00
6113,Isdom,Cecily Lampkin,cecily@piedpiper.com,corrinne@isdom.com,Lost,MG Special,589,2017-10-29 00:00:00,2019-01-24 00:00:00
6114,Hottechi,Anna Snelling,anna@piedpiper.com,juliette@hottechi.com,Won,GTX Plus Basic,1089,2017-10-29 00:00:00,2018-07-01 00:00:00
6115,Betatech,Moses Frase,moses@piedpiper.com,genie@betatech.com,Won,GTX Plus Pro,5755,2017-10-30 00:00:00,2018-05-17 00:00:00
6116,Scotfind,Vicki Laflamme,vicki@piedpiper.com,gordon@scotfind.com,Lost,GTX Plus Basic,561,2017-10-30 00:00:00,2018-11-03 00:00:00
6117,Sunnamplex,James Ascencio,james@piedpiper.com,maxie@sunnamplex.com,Lost,MG Special,53,2017-10-30 00:00:00,2019-12-18 00:00:00
6118,Singletechno,Hayden Neloms,hayden@piedpiper.com,tambra@singletechno.com,Won,GTX Plus Basic,1157,2017-10-30 00:00:00,2018-12-29 00:00:00
6119,Newex,Maureen Marcano,maureen@piedpiper.com,pedro@newex.com,Won,MG Special,62,2017-10-30 00:00:00,2018-08-26 00:00:00
6120,Dontechi,Lajuana Vencill,lajuana@piedpiper.com,kristle@dontechi.com,Lost,MG Special,50,2017-10-30 00:00:00,2019-01-15 00:00:00
6121,Stanredtax,Darcel Schlecht,darcel@piedpiper.com,candice@stanredtax.com,Won,GTXPro,4820,2017-10-30 00:00:00,2018-05-13 00:00:00
6122,Statholdings,Lajuana Vencill,lajuana@piedpiper.com,verna@statholdings.com,Won,MG Advanced,3532,2017-10-30 00:00:00,2018-01-01 00:00:00
6123,Kinnamplus,Violet Mclelland,violet@piedpiper.com,monte@kinnamplus.com,Lost,MG Special,537,2017-10-30 00:00:00,2018-03-05 00:00:00
6124,Massive Dynamic,Violet Mclelland,violet@piedpiper.com,gertrude@massivedynamic.com,Won,MG Advanced,,2017-10-30 00:00:00,2019-08-02 00:00:00
6125,Globex Corporation,Marty Freudenburg,marty@piedpiper.com,yolando@globexcorporation.com,Won,GTX Plus Pro,5472,2017-10-30 00:00:00,2018-06-14 00:00:00
6126,Konmatfix,Marty Freudenburg,marty@piedpiper.com,ivana@konmatfix.com,Lost,MG Advanced,561,2017-10-30 00:00:00,2019-12-22 00:00:00
6127,Finjob,Maureen Marcano,maureen@piedpiper.com,belinda@finjob.com,Won,GTXPro,4642,2017-10-30 00:00:00,2019-12-03 00:00:00
6128,Scottech,Jonathan Berthelot,jonathan@piedpiper.com,edison@scottech.com,In Progress,GTX Plus Basic,,2017-10-30 00:00:00,2018-07-31 00:00:00
6129,Bluth Company,Violet Mclelland,violet@piedpiper.com,antionette@bluthcompany.com,Won,MG Special,51,2017-10-30 00:00:00,2019-04-14 00:00:00
6130,Goodsilron,James Ascencio,james@piedpiper.com,claribel@goodsilron.com,In Progress,GTX Plus Pro,561,2017-10-30 00:00:00,2019-11-12 00:00:00
6131,Newex,James Ascencio,james@piedpiper.com,pedro@newex.com,Won,GTX Basic,,2017-10-30 00:00:00,2018-06-26 00:00:00
6132,Bioplex,Rosie Papadopoulos,rosie@piedpiper.com,cassy@bioplex.com,Won,GTX Basic,558,2017-10-30 00:00:00,2019-02-10 00:00:00
6133,Hottechi,Versie Hillebrand,versie@piedpiper.com,juliette@hottechi.com,Lost,MG Special,,2017-10-30 00:00:00,2018-07-03 00:00:00
6134,Bubba Gump,Boris Faz,boris@piedpiper.com,margarito@bubbagump.com,Won,MG Special,54,2017-10-30 00:00:00,2018-08-15 00:00:00
6135,Hottechi,Niesha Huffines,niesha@piedpiper.com,juliette@hottechi.com,Lost,GTX Plus Basic,487,2017-10-30 00:00:00,2018-07-29 00:00:00
6136,Funholding,Niesha Huffines,niesha@piedpiper.com,ying@funholding.com,Lost,GTXPro,4631,2017-10-30 00:00:00,2018-09-10 00:00:00
6137,Bioholding,Markita Hansen,markita@piedpiper.com,bryan@bioholding.com,In Progress,MG Advanced,,2017-10-31 00:00:00,2019-07-10 00:00:00
6138,Isdom,Niesha Huffines,niesha@piedpiper.com,corrinne@isdom.com,Won,GTX Plus Basic,1190,2017-10-31 00:00:00,2018-07-13 00:00:00
6139,Cheers,Markita Hansen,markita@piedpiper.com,robbie@cheers.com,In Progress,GTX Plus Pro,1026,2017-10-31 00:00:00,2018-08-11 00:00:00
6140,Genco Pura Olive Oil Company,Niesha Huffines,niesha@piedpiper.com,karole@gencopuraoliveoilcompany.com,Won,GTX Plus Pro,5616,2017-10-31 00:00:00,2018-06-07 00:00:00
6141,Dontechi,Vicki Laflamme,vicki@piedpiper.com,kristle@dontechi.com,In Progress,GTXPro,1037,2017-10-31 00:00:00,2019-09-18 00:00:00
6142,Condax,Marty Freudenburg,marty@piedpiper.com,golda@condax.com,Lost,GTX Basic,57,2017-10-31 00:00:00,2018-04-12 00:00:00
6143,Fasehatice,Vicki Laflamme,vicki@piedpiper.com,hsiu@fasehatice.com,Won,GTXPro,4653,2017-10-31 00:00:00,2018-12-04 00:00:00
6144,Kan-code,Kary Hendrixson,kary@piedpiper.com,kenton@kan-code.com,Lost,GTX Basic,1000,2017-10-31 00:00:00,2018-02-10 00:00:00
6145,Doncon,Vicki Laflamme,vicki@piedpiper.com,jackie@doncon.com,Won,MG Special,,2017-10-31 00:00:00,2018-05-04 00:00:00
6146,Zathunicon,Donn Cantrell,donn@piedpiper.com,williemae@zathunicon.com,Lost,GTXPro,53,2017-10-31 00:00:00,2018-06-19 00:00:00
6147,Isdom,Darcel Schlecht,darcel@piedpiper.com,corrinne@isdom.com,Won,GTXPro,5673,2017-10-31 00:00:00,2019-10-16 00:00:00
6148,Vehement Capital Partners,Cecily Lampkin,cecily@piedpiper.com,lavonia@vehementcapitalpartners.com,In Progress,MG Advanced,1014,2017-10-31 00:00:00,2019-12-29 00:00:00
6149,Donquadtech,Darcel Schlecht,darcel@piedpiper.com,malissa@donquadtech.com,In Progress,GTXPro,1540,2017-10-31 00:00:00,2018-10-30 00:00:00
6150,Finjob,Markita Hansen,markita@piedpiper.com,belinda@finjob.com,In Progress,GTX Basic,3393,2017-10-31 00:00:00,2018-01-04 00:00:00
6151,Vehement Capital Partners,Rosie Papadopoulos,rosie@piedpiper.com,lavonia@vehementcapitalpartners.com,Won,GTXPro,,2017-10-31 00:00:00,2019-01-29 00:00:00
6152,Labdrill,Zane Levy,zane@piedpiper.com,halley@labdrill.com,Won,GTX Basic,518,2017-10-31 00:00:00,2018-04-08 00:00:00
6153,Konex,Corliss Cosme,corliss@piedpiper.com,delila@konex.com,Lost,GTX Plus Pro,561,2017-10-31 00:00:00,2019-01-11 00:00:00
6154,Rangreen,Versie Hillebrand,versie@piedpiper.com,darrel@rangreen.com,Won,MG Advanced,3254,2017-10-31 00:00:00,2018-05-21 00:00:00
6155,Fasehatice,Kary Hendrixson,kary@piedpiper.com,hsiu@fasehatice.com,Won,GTX Plus Pro,4989,2017-10-31 00:00:00,2018-12-28 00:00:00
6156,Goodsilron,Zane Levy,zane@piedpiper.com,claribel@goodsilron.com,Won,GTXPro,4586,2017-11-01 00:00:00,2019-09-02 00:00:00
6157,Y-corporation,Maureen Marcano,maureen@piedpiper.com,rosanne@y-corporation.com,Won,GTXPro,4596,2017-11-01 00:00:00,2019-06-17 00:00:00
6158,Rantouch,Violet Mclelland,violet@piedpiper.com,maren@rantouch.com,In Progress,MG Special,57,2017-11-01 00:00:00,2018-05-24 00:00:00
6159,Singletechno,Kami Bicknell,kami@piedpiper.com,tambra@singletechno.com,Won,GTXPro,4373,2017-11-01 00:00:00,2019-04-04 00:00:00
6160,Newex,Maureen Marcano,maureen@piedpiper.com,pedro@newex.com,Won,GTX Plus Basic,,2017-11-01 00:00:00,2018-10-07 00:00:00
6161,Donquadtech,Violet Mclelland,violet@piedpiper.com,malissa@donquadtech.com,Lost,GTX Plus Basic,517,2017-11-01 00:00:00,2019-04-01 00:00:00
